Order_ID,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time
5755,22.84,Foggy,High,Morning,Scooter,19,4.0,180.1
5756,10.19,Foggy,Low,Afternoon,Scooter,31,9.2,69.3
5757,16.14,Rainy,High,Evening,Car,5,5.4,98.0
5758,11.32,Clear,Medium,Morning,Bike,29,0.5,73.5
5759,11.51,Clear,Medium,Night,Car,23,7.1,57.6
5760,8.45,Clear,Low,Evening,Bike,22,5.4,54.0
5761,19.29,Clear,High,Night,Bike,16,3.5,127.3
5762,23.47,Clear,Medium,Morning,Car,12,0.7,111.8
5763,23.58,Rainy,Medium,Afternoon,Car,30,2.4,161.6
5764,5.19,Clear,Medium,Evening,Scooter,9,2.0,37.0
5765,21.99,Clear,High,Morning,Bike,17,6.0,138.4
5766,18.7,Clear,Medium,Morning,Bike,21,7.8,88.0
5767,7.07,Rainy,Low,Evening,Scooter,5,2.7,31.6
5768,2.61,Rainy,High,Afternoon,Scooter,6,7.1,18.4
5769,7.43,Rainy,Medium,Night,Scooter,11,9.0,44.6
5770,22.89,Clear,Medium,Evening,Bike,6,6.4,91.9
5771,16.2,Clear,Low,Morning,Bike,29,7.9,65.1
5772,18.31,Clear,High,Evening,Bike,26,2.4,136.6
5773,7.17,Clear,Low,Evening,Car,8,1.2,34.3
5774,18.27,Foggy,Medium,Afternoon,Bike,32,4.0,132.4
5775,1.67,Stormy,High,Afternoon,Bike,17,7.2,49.1
5776,10.01,Rainy,Low,Night,Car,18,7.0,54.6
5777,16.04,Foggy,High,Evening,Bike,24,9.6,132.6
5778,4.51,Rainy,Medium,Afternoon,Scooter,7,6.5,36.9
5779,20.75,Clear,Medium,Afternoon,Scooter,13,4.4,98.5
5780,6.64,Stormy,Medium,Morning,Bike,22,8.1,80.6
5781,16.65,Clear,Medium,Afternoon,Bike,29,2.0,101.6
5782,10.72,Rainy,Low,Evening,Scooter,20,8.2,59.6
5783,15.31,Clear,Low,Evening,Bike,23,4.0,62.3
5784,3.58,Clear,High,Morning,Bike,24,2.0,46.5
5785,1.41,Rainy,Low,Morning,Bike,13,2.0,25.1
5786,22.83,Clear,High,Morning,Bike,23,9.8,140.0
5787,7.47,Clear,Low,Evening,Bike,10,6.4,29.1
5788,20.67,Clear,Medium,Evening,Bike,16,2.2,96.2
5789,24.98,Clear,High,Night,Bike,19,3.1,164.9
5790,6.07,Stormy,Low,Afternoon,Bike,25,4.0,67.4
5791,7.36,Rainy,High,Morning,Bike,10,1.0,58.1
5792,16.91,Clear,Medium,Afternoon,Bike,9,1.5,75.4
5793,24.17,Clear,Medium,Afternoon,Scooter,33,7.7,131.9
5794,22.98,Foggy,Medium,Night,Bike,18,8.0,133.1
5795,13.07,Clear,Medium,Evening,Car,31,9.9,72.6
5796,20.08,Clear,Medium,Afternoon,Bike,23,1.1,105.6
5797,4.26,Clear,Medium,Morning,Bike,22,8.9,37.0
5798,24.46,Foggy,Medium,Morning,Scooter,30,3.5,161.8
5799,24.14,Clear,Low,Evening,Bike,17,3.6,94.0
5800,4.93,Clear,High,Evening,Bike,13,1.7,36.1
5801,8.19,Clear,High,Evening,Bike,24,9.9,58.2
5802,3.4,Clear,Medium,Morning,Bike,30,9.8,31.5
5803,7.52,Rainy,Medium,Evening,Bike,32,8.7,61.1
5804,20.58,Clear,Medium,Night,Bike,26,1.4,117.2
5805,10.08,Clear,Medium,Night,Bike,29,8.5,67.4
5806,3.12,Clear,Medium,Morning,Car,25,6.5,34.1
5807,9.21,Clear,High,Night,Scooter,11,1.7,60.8
5808,24.55,Foggy,Low,Afternoon,Bike,32,3.0,145.4
5809,16.11,Foggy,Medium,Evening,Car,34,7.0,125.0
5810,10.99,Clear,High,Night,Bike,25,8.1,76.3
5811,5.0,Clear,Medium,Evening,Bike,16,8.6,34.7
5812,24.67,Clear,High,Night,Scooter,13,5.7,143.1
5813,20.7,Rainy,Medium,Evening,Bike,6,5.6,109.7
5814,7.76,Rainy,Low,Morning,Bike,7,7.0,48.9
5815,2.68,Clear,High,Afternoon,Bike,9,7.9,19.3
5816,2.36,Rainy,Medium,Evening,Bike,22,2.1,40.3
5817,3.89,Rainy,Medium,Afternoon,Bike,32,7.5,59.7
5818,14.94,Foggy,Low,Evening,Scooter,18,3.7,90.5
5819,23.29,Clear,High,Morning,Bike,26,4.1,154.5
5820,12.92,Clear,Medium,Afternoon,Bike,30,1.2,78.4
5821,21.23,Clear,Low,Night,Bike,23,6.1,75.2
5822,11.7,Foggy,Medium,Afternoon,Scooter,25,1.4,101.1
5823,18.01,Rainy,Medium,Evening,Bike,9,9.2,92.5
5824,18.56,Rainy,Low,Afternoon,Bike,14,6.4,83.3
5825,5.18,Clear,Medium,Morning,Scooter,20,9.9,37.7
5826,9.67,Clear,Medium,Afternoon,Bike,28,2.8,72.2
5827,16.3,Clear,Low,Afternoon,Bike,29,7.0,74.6
5828,2.7,Rainy,High,Afternoon,Bike,24,9.7,48.9
5829,9.68,Clear,Medium,Night,Bike,30,3.3,65.8
5830,13.84,Clear,Low,Afternoon,Bike,5,1.4,56.5
5831,24.91,Rainy,Medium,Evening,Bike,25,6.5,142.2
5832,12.39,Clear,Medium,Evening,Bike,8,4.0,63.3
5833,20.59,Clear,High,Afternoon,Car,9,3.1,119.0
5834,11.37,Clear,Low,Afternoon,Bike,15,9.9,47.1
5835,20.11,Foggy,Medium,Night,Bike,18,7.7,130.7
5836,15.29,Rainy,Low,Morning,Scooter,29,5.1,88.3
5837,22.28,Foggy,High,Evening,Bike,28,1.0,212.7
5838,10.86,Clear,Medium,Night,Bike,31,2.3,73.9
5839,15.5,Foggy,Medium,Evening,Bike,15,3.3,102.8
5840,16.12,Foggy,Medium,Evening,Bike,31,5.1,120.1
5841,11.02,Rainy,High,Afternoon,Bike,28,5.2,99.6
5842,4.46,Foggy,Medium,Evening,Bike,12,0.7,45.9
5843,3.25,Clear,High,Morning,Scooter,5,9.5,23.9
5844,1.4,Clear,Low,Morning,Bike,32,5.7,30.4
5845,21.96,Clear,Medium,Morning,Bike,11,0.7,112.1
5846,6.68,Rainy,High,Night,Bike,17,7.2,57.7
5847,6.08,Rainy,Medium,Morning,Scooter,24,1.2,52.8
5848,18.66,Rainy,Low,Morning,Bike,10,7.4,84.4
5849,8.68,Clear,High,Evening,Scooter,8,7.2,52.1
5850,13.15,Clear,Low,Night,Scooter,16,9.9,51.2
5851,4.9,Clear,Low,Afternoon,Bike,9,3.7,15.7
5852,24.03,Rainy,Medium,Night,Bike,9,1.9,140.4
5853,21.44,Clear,Medium,Night,Bike,21,1.4,115.7
5854,21.73,Foggy,High,Afternoon,Bike,10,1.2,168.8
5855,10.76,Clear,Medium,Afternoon,Bike,14,8.2,64.0
5856,19.3,Clear,Medium,Afternoon,Car,20,7.3,86.2
5857,4.45,Foggy,Medium,Evening,Scooter,28,9.8,51.0
5858,1.21,Clear,Medium,Evening,Bike,33,3.4,41.3
5859,1.48,Clear,High,Evening,Scooter,25,8.1,41.2
5860,15.08,Clear,High,Morning,Scooter,18,1.4,97.8
5861,11.93,Clear,Medium,Afternoon,Bike,14,9.1,55.7
5862,13.43,Stormy,Low,Evening,Bike,33,1.0,119.4
5863,1.18,Rainy,High,Evening,Bike,32,8.0,57.6
5864,11.14,Clear,Low,Night,Bike,26,3.4,63.7
5865,18.23,Rainy,Low,Evening,Bike,25,2.2,100.7
5866,11.62,Clear,Low,Afternoon,Car,21,7.2,51.7
5867,18.57,Rainy,Low,Afternoon,Bike,9,9.0,74.0
5868,6.59,Foggy,High,Morning,Scooter,6,7.8,53.7
5869,20.52,Foggy,Medium,Morning,Bike,8,3.5,127.6
5870,15.12,Clear,High,Night,Bike,22,3.9,105.2
5871,6.06,Clear,Low,Morning,Car,12,2.3,28.4
5872,6.68,Clear,Medium,Afternoon,Bike,18,8.3,47.1
5873,16.07,Rainy,High,Morning,Car,17,1.5,136.4
5874,20.92,Clear,High,Morning,Bike,33,9.1,135.1
5875,10.98,Clear,Medium,Evening,Car,11,6.2,47.0
5876,7.2,Foggy,Low,Afternoon,Bike,13,6.1,33.5
5877,21.81,Clear,High,Night,Bike,8,8.5,116.1
5878,17.06,Clear,Medium,Morning,Scooter,9,6.8,69.6
5879,11.75,Clear,Medium,Morning,Scooter,19,3.4,71.3
5880,12.71,Clear,Medium,Night,Bike,13,3.8,56.1
5881,5.9,Clear,Medium,Night,Car,29,2.1,61.2
5882,16.04,Clear,Medium,Afternoon,Scooter,22,4.9,83.7
5883,9.61,Clear,Medium,Night,Bike,32,1.5,68.4
5884,24.9,Clear,Low,Morning,Bike,31,6.7,98.0
5885,12.52,Rainy,Medium,Afternoon,Bike,18,2.1,80.3
5886,12.66,Clear,Medium,Afternoon,Bike,19,8.7,72.3
5887,14.58,Rainy,Low,Night,Bike,5,7.2,62.3
5888,23.0,Clear,Medium,Afternoon,Scooter,23,9.0,107.4
5889,20.22,Clear,Low,Morning,Scooter,30,1.3,86.9
5890,11.83,Foggy,Medium,Morning,Bike,5,8.1,64.5
5891,18.25,Clear,High,Morning,Bike,10,8.9,95.8
5892,15.07,Clear,Low,Afternoon,Car,12,0.9,48.3
5893,12.82,Foggy,Medium,Night,Bike,8,10.0,67.3
5894,5.62,Rainy,Medium,Morning,Bike,20,3.4,53.8
5895,12.13,Clear,Low,Evening,Scooter,15,2.5,50.3
5896,6.9,Clear,High,Night,Scooter,8,4.4,44.9
5897,22.96,Rainy,Medium,Afternoon,Car,15,0.6,142.5
5898,9.05,Foggy,High,Morning,Car,14,8.9,81.6
5899,23.85,Clear,Low,Afternoon,Car,21,3.1,105.4
5900,13.79,Clear,Low,Morning,Bike,13,5.5,42.9
5901,16.16,Clear,Medium,Afternoon,Bike,14,6.4,72.4
5902,14.03,Clear,Medium,Evening,Bike,12,8.0,69.1
5903,4.11,Clear,High,Afternoon,Bike,34,2.9,65.8
5904,10.02,Clear,Low,Afternoon,Bike,18,7.3,44.6
5905,3.38,Clear,Medium,Afternoon,Bike,17,1.6,28.0
5906,15.95,Clear,Low,Morning,Bike,7,7.2,55.9
5907,11.72,Foggy,High,Night,Bike,18,9.2,100.2
5908,19.67,Clear,High,Afternoon,Bike,18,1.3,121.3
5909,6.29,Clear,Medium,Night,Bike,7,1.6,34.8
5910,4.95,Clear,Low,Morning,Scooter,33,5.8,37.3
5911,10.75,Foggy,Medium,Afternoon,Scooter,20,0.9,90.2
5912,23.24,Rainy,Low,Morning,Car,14,2.3,108.9
5913,18.05,Rainy,Low,Night,Bike,8,2.3,90.4
5914,11.05,Clear,Medium,Morning,Bike,24,5.1,66.8
5915,13.41,Foggy,High,Morning,Bike,22,2.9,122.9
5916,3.02,Clear,High,Night,Scooter,8,5.0,12.7
5917,24.63,Clear,Medium,Morning,Scooter,6,5.5,99.7
5918,16.99,Rainy,Medium,Night,Bike,15,7.4,97.2
5919,7.85,Foggy,High,Night,Car,19,9.5,79.3
5920,15.06,Rainy,Medium,Afternoon,Bike,15,5.3,86.3
5921,3.63,Foggy,Medium,Afternoon,Bike,27,3.9,50.3
5922,24.18,Foggy,High,Morning,Scooter,25,3.0,208.2
5923,5.19,Clear,Low,Morning,Bike,27,6.5,37.8
5924,16.55,Clear,Low,Morning,Bike,10,9.5,61.6
5925,6.89,Clear,Medium,Evening,Bike,22,7.8,43.1
5926,18.22,Foggy,Low,Evening,Scooter,34,2.5,110.1
5927,19.64,Clear,Medium,Afternoon,Bike,32,9.0,112.1
5928,17.16,Foggy,Medium,Night,Bike,22,7.5,120.9
5929,15.75,Clear,Medium,Evening,Car,5,1.7,69.4
5930,22.42,Clear,High,Evening,Bike,17,7.3,136.9
5931,2.89,Clear,Low,Night,Bike,5,3.2,24.5
5932,8.94,Clear,Medium,Morning,Bike,17,5.2,58.3
5933,6.96,Foggy,Low,Morning,Car,25,3.4,50.9
5934,24.71,Clear,Medium,Evening,Bike,9,1.3,115.3
5935,10.35,Clear,Medium,Evening,Scooter,27,7.8,55.1
5936,18.58,Clear,Medium,Night,Car,21,8.4,84.6
5937,17.43,Clear,Low,Night,Scooter,20,2.7,73.8
5938,6.09,Clear,Medium,Evening,Bike,25,2.8,50.6
5939,6.74,Clear,Medium,Night,Scooter,22,4.6,44.5
5940,7.75,Foggy,Low,Morning,Scooter,14,8.2,29.9
5941,10.87,Clear,Medium,Afternoon,Bike,21,1.2,68.3
5942,6.62,Clear,Medium,Evening,Bike,11,8.2,38.7
5943,1.47,Rainy,High,Afternoon,Scooter,19,9.3,37.4
5944,22.11,Clear,High,Night,Bike,23,5.8,138.9
5945,24.17,Clear,Medium,Afternoon,Bike,31,1.1,133.8
5946,9.2,Clear,High,Evening,Scooter,13,3.1,66.2
5947,9.12,Clear,Medium,Night,Car,25,1.6,65.4
5948,1.17,Rainy,High,Afternoon,Bike,25,3.0,43.7
5949,17.33,Clear,Low,Morning,Bike,9,8.2,47.9
5950,20.81,Rainy,Medium,Evening,Scooter,29,1.0,148.9
5951,4.52,Foggy,Medium,Evening,Scooter,33,3.2,63.0
5952,4.83,Clear,Medium,Evening,Car,14,5.4,26.2
5953,19.96,Clear,Low,Evening,Scooter,17,8.8,70.5
5954,15.79,Clear,Medium,Night,Scooter,5,2.9,71.4
5955,2.08,Clear,Medium,Morning,Car,25,7.9,27.0
5956,15.94,Foggy,Low,Morning,Bike,30,6.0,91.7
5957,8.41,Rainy,Medium,Afternoon,Bike,10,6.9,48.7
5958,9.85,Clear,Medium,Evening,Bike,29,8.7,64.5
5959,19.47,Clear,High,Evening,Bike,7,0.8,112.6
5960,20.46,Clear,Medium,Afternoon,Bike,21,5.5,103.1
5961,10.61,Rainy,High,Night,Bike,16,7.6,78.0
5962,23.73,Rainy,High,Morning,Scooter,31,8.9,189.5
5963,10.76,Rainy,Medium,Evening,Car,15,1.8,77.8
5964,19.52,Clear,Medium,Afternoon,Bike,12,3.7,90.6
5965,12.61,Rainy,Low,Morning,Bike,29,1.2,81.0
5966,22.54,Clear,High,Afternoon,Bike,16,8.4,122.4
5967,22.79,Clear,Low,Afternoon,Scooter,15,8.6,82.7
5968,3.1,Clear,Medium,Night,Bike,26,5.1,40.8
5969,23.48,Clear,Medium,Morning,Car,9,0.7,111.9
5970,20.81,Rainy,High,Evening,Bike,32,1.5,189.3
5971,19.99,Foggy,Medium,Morning,Bike,12,6.4,116.8
5972,5.82,Clear,High,Night,Bike,16,9.8,44.8
5973,20.32,Foggy,Low,Evening,Bike,26,8.5,101.0
5974,21.4,Clear,Low,Morning,Car,10,8.1,75.6
5975,7.94,Rainy,Medium,Night,Car,13,4.5,49.2
5976,23.85,Foggy,High,Evening,Bike,29,9.9,191.0
5977,2.2,Clear,Medium,Evening,Scooter,21,8.3,28.3
5978,4.6,Foggy,High,Afternoon,Bike,32,3.7,88.6
5979,13.9,Clear,High,Afternoon,Bike,6,7.6,78.7
5980,14.82,Clear,High,Night,Car,5,4.6,74.4
5981,16.48,Rainy,Medium,Evening,Bike,22,6.8,98.1
5982,1.41,Foggy,Medium,Morning,Bike,7,9.7,11.2
5983,24.05,Foggy,Low,Evening,Bike,33,2.8,134.1
5984,2.07,Rainy,High,Night,Bike,18,8.1,41.3
5985,4.43,Clear,High,Morning,Bike,17,6.1,31.3
5986,1.34,Clear,Medium,Evening,Scooter,6,9.5,17.3
5987,14.6,Stormy,Low,Morning,Bike,26,1.8,116.9
5988,23.37,Clear,Low,Afternoon,Bike,8,7.3,79.5
5989,16.98,Rainy,High,Morning,Bike,19,0.9,143.1
5990,20.74,Clear,Low,Afternoon,Bike,9,2.8,76.8
5991,1.32,Rainy,High,Morning,Scooter,14,3.5,29.6
5992,14.01,Clear,Medium,Afternoon,Car,13,4.6,74.8
5993,12.03,Stormy,Medium,Night,Car,22,9.7,100.9
5994,12.98,Rainy,High,Morning,Bike,7,1.1,99.4
5995,2.73,Foggy,Low,Evening,Car,18,2.1,25.8
5996,17.43,Clear,Medium,Night,Bike,14,2.4,89.7
5997,13.08,Rainy,High,Night,Bike,21,4.5,110.7
5998,19.36,Rainy,Medium,Morning,Scooter,19,1.1,124.5
5999,12.65,Rainy,High,Night,Bike,22,9.7,97.2
6000,4.59,Foggy,High,Afternoon,Bike,21,5.8,64.7
6001,16.56,Clear,Low,Afternoon,Car,34,8.2,74.5
6002,5.14,Clear,Low,Morning,Scooter,29,7.8,44.2
6003,21.94,Clear,Medium,Night,Bike,7,6.8,93.8
6004,15.71,Clear,Medium,Evening,Scooter,20,9.1,79.1
6005,4.77,Stormy,Medium,Morning,Scooter,23,9.1,58.4
6006,24.1,Clear,High,Morning,Car,17,1.7,154.3
6007,13.44,Clear,Low,Night,Bike,27,9.1,61.6
6008,2.75,Clear,Medium,Afternoon,Scooter,21,5.5,28.5
6009,16.04,Clear,Low,Night,Scooter,29,3.0,73.6
6010,7.08,Clear,Low,Evening,Scooter,27,6.3,38.0
6011,20.29,Clear,Medium,Evening,Scooter,20,3.2,103.2
6012,20.63,Clear,High,Evening,Bike,13,5.1,118.8
6013,24.49,Clear,Low,Evening,Bike,28,8.3,96.1
6014,13.04,Stormy,Medium,Morning,Car,25,0.8,125.8
6015,11.92,Clear,Medium,Evening,Bike,16,2.2,65.3
6016,19.08,Clear,Low,Evening,Bike,7,9.6,57.2
6017,4.18,Stormy,Medium,Evening,Scooter,31,4.7,79.0
6018,14.13,Rainy,High,Night,Bike,13,3.4,109.2
6019,14.11,Stormy,Medium,Afternoon,Bike,20,9.3,112.6
6020,3.15,Stormy,Low,Afternoon,Bike,9,9.2,28.1
6021,11.03,Clear,Medium,Afternoon,Scooter,29,0.9,85.1
6022,21.48,Rainy,Medium,Evening,Car,23,3.9,132.6
6023,21.55,Clear,Low,Night,Scooter,26,9.2,75.5
6024,3.38,Clear,Low,Morning,Bike,17,2.2,30.5
6025,3.18,Foggy,Low,Night,Car,6,6.0,12.1
6026,7.3,Clear,Low,Morning,Bike,23,3.5,39.2
6027,21.99,Rainy,Low,Night,Bike,22,7.5,106.7
6028,4.09,Rainy,Medium,Afternoon,Bike,16,2.0,37.8
6029,18.28,Clear,Medium,Afternoon,Car,22,6.2,89.6
6030,3.43,Foggy,High,Evening,Bike,9,0.5,41.1
6031,15.96,Clear,Medium,Afternoon,Scooter,30,2.9,95.5
6032,9.55,Clear,High,Afternoon,Bike,24,2.0,78.2
6033,19.93,Foggy,Medium,Afternoon,Bike,31,2.5,152.3
6034,6.61,Clear,Low,Night,Car,24,8.7,43.0
6035,16.34,Rainy,Medium,Afternoon,Bike,33,9.2,115.0
6036,6.66,Clear,High,Morning,Scooter,12,7.7,49.3
6037,18.13,Clear,Low,Evening,Bike,34,6.1,78.9
6038,21.97,Foggy,Low,Night,Scooter,26,2.7,115.6
6039,4.04,Rainy,Medium,Morning,Scooter,20,3.1,31.5
6040,21.8,Clear,Medium,Night,Bike,30,3.4,124.1
6041,15.25,Clear,Medium,Afternoon,Bike,6,7.9,65.1
6042,4.05,Foggy,Low,Night,Car,17,2.9,32.4
6043,11.26,Clear,Low,Night,Scooter,5,9.7,27.4
6044,4.86,Foggy,Medium,Evening,Bike,9,8.1,28.6
6045,17.81,Clear,Medium,Night,Scooter,27,10.0,80.4
6046,19.21,Rainy,Medium,Night,Scooter,25,4.9,128.4
6047,3.54,Foggy,Medium,Evening,Bike,16,6.1,40.4
6048,13.15,Clear,Medium,Night,Bike,8,3.2,55.9
6049,20.55,Rainy,Low,Night,Car,9,6.2,94.3
6050,23.47,Rainy,Medium,Morning,Car,15,9.8,116.8
6051,13.32,Rainy,Low,Morning,Scooter,14,0.8,70.3
6052,23.81,Clear,Medium,Night,Bike,12,3.2,112.4
6053,13.86,Rainy,Medium,Night,Car,25,3.2,97.4
6054,10.46,Rainy,Low,Afternoon,Scooter,13,9.8,46.6
6055,21.36,Foggy,Low,Morning,Bike,30,1.8,125.1
6056,12.83,Rainy,Low,Afternoon,Scooter,11,8.2,55.1
6057,12.33,Clear,Low,Night,Car,31,3.1,66.0
6058,12.77,Stormy,Medium,Afternoon,Bike,33,8.7,125.1
6059,21.32,Clear,High,Afternoon,Car,18,5.1,128.9
6060,20.97,Clear,Medium,Evening,Car,15,2.8,107.8
6061,10.68,Clear,Medium,Evening,Bike,34,7.2,67.8
6062,9.0,Clear,Medium,Night,Car,22,8.5,55.5
6063,12.81,Clear,Medium,Morning,Car,29,5.0,77.0
6064,14.75,Clear,High,Night,Bike,22,7.3,94.3
6065,6.72,Clear,High,Morning,Bike,26,2.2,67.2
6066,20.05,Rainy,High,Evening,Bike,34,9.4,157.3
6067,12.68,Clear,High,Morning,Bike,12,1.4,87.8
6068,9.02,Clear,Low,Afternoon,Scooter,6,2.6,34.5
6069,3.56,Clear,Medium,Afternoon,Bike,26,3.2,46.4
6070,6.73,Clear,High,Evening,Car,25,2.0,62.8
6071,23.78,Clear,Medium,Night,Car,11,4.4,96.5
6072,8.32,Rainy,High,Morning,Bike,30,4.8,96.6
6073,5.05,Stormy,Low,Night,Bike,33,5.4,73.4
6074,12.06,Foggy,Medium,Morning,Bike,9,0.9,81.7
6075,8.37,Foggy,High,Evening,Bike,18,2.6,82.6
6076,1.84,Clear,Medium,Afternoon,Bike,18,8.2,17.7
6077,8.76,Clear,Medium,Afternoon,Bike,7,8.2,49.9
6078,14.06,Clear,Low,Morning,Bike,10,3.6,52.2
6079,14.24,Rainy,Medium,Night,Bike,27,4.9,94.2
6080,9.56,Clear,High,Evening,Car,21,2.2,83.7
6081,11.74,Rainy,Medium,Evening,Bike,28,8.3,82.6
6082,24.17,Clear,Low,Night,Bike,12,9.6,70.5
6083,10.06,Clear,Low,Afternoon,Scooter,33,3.3,69.0
6084,7.2,Stormy,High,Night,Bike,24,7.9,103.1
6085,6.84,Rainy,Medium,Afternoon,Bike,34,3.8,64.8
6086,11.99,Foggy,Low,Morning,Scooter,34,0.5,96.2
6087,19.23,Rainy,Low,Evening,Bike,28,6.2,92.4
6088,5.94,Foggy,High,Morning,Bike,7,4.4,45.7
6089,18.02,Rainy,High,Night,Bike,33,7.7,147.5
6090,1.51,Foggy,Low,Night,Bike,19,7.6,33.3
6091,11.05,Clear,Medium,Morning,Bike,9,9.5,59.4
6092,19.62,Rainy,High,Night,Scooter,23,4.7,152.6
6093,9.13,Rainy,Medium,Night,Bike,6,5.1,59.4
6094,14.53,Clear,High,Night,Bike,25,4.3,94.6
6095,5.92,Foggy,Medium,Evening,Scooter,12,3.3,51.4
6096,18.81,Stormy,Medium,Evening,Car,13,6.6,144.2
6097,2.25,Clear,Medium,Afternoon,Car,9,8.4,24.0
6098,21.46,Clear,High,Evening,Bike,7,2.0,125.6
6099,5.76,Clear,Medium,Morning,Bike,16,9.8,38.0
6100,21.99,Foggy,Low,Morning,Bike,7,7.0,92.5
6101,9.46,Rainy,Medium,Evening,Car,28,7.9,73.5
6102,18.34,Clear,High,Morning,Scooter,23,10.0,111.5
6103,8.66,Clear,Medium,Night,Bike,20,5.3,52.2
6104,22.74,Clear,Medium,Evening,Bike,29,1.2,131.8
6105,4.04,Rainy,Medium,Afternoon,Bike,30,8.0,51.4
6106,5.28,Clear,Low,Afternoon,Bike,20,8.8,38.4
6107,12.83,Clear,Low,Evening,Car,5,2.0,48.7
6108,2.97,Rainy,Low,Morning,Bike,21,0.7,43.2
6109,5.7,Clear,Medium,Evening,Bike,25,1.8,54.7
6110,23.65,Clear,Medium,Evening,Car,24,3.6,120.2
6111,24.44,Clear,High,Afternoon,Bike,7,9.3,126.4
6112,10.03,Clear,High,Night,Bike,21,0.5,78.2
6113,23.16,Clear,Medium,Night,Bike,27,8.1,113.5
6114,14.08,Stormy,Medium,Evening,Bike,21,8.6,110.2
6115,7.47,Foggy,Low,Afternoon,Bike,20,8.2,54.7
6116,17.86,Foggy,Low,Afternoon,Bike,10,1.3,88.2
6117,16.81,Foggy,Low,Evening,Bike,30,7.0,98.2
6118,24.74,Clear,Medium,Evening,Bike,22,9.6,100.1
6119,7.36,Clear,Low,Evening,Bike,18,1.6,37.9
6120,17.13,Clear,Low,Night,Scooter,24,0.8,76.3
6121,2.25,Foggy,Medium,Evening,Bike,12,8.8,29.3
6122,3.73,Rainy,Medium,Afternoon,Bike,23,6.6,45.1
6123,1.09,Clear,Medium,Evening,Bike,13,6.6,21.1
6124,24.99,Clear,Medium,Afternoon,Bike,25,9.7,117.0
6125,20.25,Clear,Low,Afternoon,Bike,26,7.8,87.1
6126,19.88,Clear,Low,Morning,Scooter,22,4.3,83.7
6127,13.23,Foggy,Low,Afternoon,Bike,5,4.6,54.0
6128,8.2,Clear,Low,Morning,Scooter,25,1.9,46.9
6129,4.63,Foggy,Medium,Evening,Bike,21,3.4,50.7
6130,7.83,Clear,High,Morning,Scooter,8,4.7,33.9
6131,10.02,Rainy,Medium,Night,Car,20,3.0,68.1
6132,19.15,Foggy,Medium,Night,Bike,28,9.2,135.5
6133,13.95,Foggy,High,Night,Bike,34,0.6,155.3
6134,2.86,Clear,Low,Evening,Bike,16,6.1,20.2
6135,1.43,Clear,Low,Afternoon,Car,17,7.8,10.0
6136,3.46,Clear,Medium,Night,Bike,6,7.5,12.0
6137,10.85,Clear,Medium,Morning,Scooter,26,6.6,68.6
6138,23.4,Rainy,Medium,Evening,Scooter,16,4.4,130.4
6139,16.3,Foggy,Medium,Evening,Bike,14,9.2,90.1
6140,20.24,Clear,Low,Morning,Bike,33,3.6,98.5
6141,12.19,Clear,Medium,Morning,Bike,34,7.6,73.9
6142,9.68,Clear,Low,Evening,Scooter,19,9.3,35.7
6143,3.6,Foggy,High,Evening,Bike,9,1.7,40.3
6144,22.02,Stormy,High,Afternoon,Bike,5,9.5,173.9
6145,19.8,Clear,Low,Evening,Bike,12,7.9,65.5
6146,5.03,Clear,Low,Morning,Bike,25,6.4,33.7
6147,13.29,Rainy,Low,Evening,Bike,29,4.0,75.4
6148,12.7,Rainy,Low,Evening,Car,22,9.1,56.0
6149,16.0,Clear,Medium,Morning,Scooter,10,0.9,81.7
6150,23.71,Foggy,Medium,Afternoon,Scooter,27,4.6,162.6
6151,14.91,Stormy,High,Evening,Scooter,5,7.7,126.0
6152,13.97,Rainy,Medium,Night,Scooter,18,8.2,86.4
6153,2.21,Rainy,Low,Night,Bike,14,2.4,20.1
6154,2.51,Clear,Low,Morning,Car,8,1.0,10.0
6155,5.5,Rainy,Low,Morning,Bike,22,8.1,43.3
6156,1.78,Clear,Low,Morning,Bike,27,4.5,25.5
6157,18.84,Clear,High,Night,Bike,23,1.9,131.9
6158,18.36,Clear,Low,Morning,Bike,29,1.3,85.2
6159,4.27,Clear,High,Night,Bike,12,6.6,34.5
6160,21.07,Clear,Medium,Afternoon,Bike,16,6.0,99.2
6161,4.71,Clear,Medium,Morning,Scooter,14,8.6,30.9
6162,8.23,Rainy,Medium,Evening,Bike,17,0.8,69.2
6163,6.98,Rainy,Medium,Afternoon,Bike,11,8.8,45.5
6164,9.94,Clear,Medium,Night,Car,28,8.9,67.8
6165,7.11,Clear,Medium,Morning,Bike,21,4.7,56.0
6166,12.73,Foggy,Low,Evening,Bike,30,1.2,79.5
6167,10.78,Clear,High,Night,Scooter,16,9.5,75.7
6168,24.68,Stormy,Low,Afternoon,Bike,10,1.2,151.6
6169,2.34,Clear,Medium,Evening,Bike,27,6.1,36.3
6170,4.41,Rainy,Medium,Afternoon,Bike,11,5.2,38.5
6171,2.27,Clear,Low,Morning,Bike,17,8.4,17.5
6172,16.02,Rainy,Low,Evening,Bike,18,5.3,80.9
6173,2.31,Foggy,Low,Morning,Bike,29,5.0,32.3
6174,21.07,Foggy,Medium,Night,Bike,27,8.9,127.2
6175,13.29,Stormy,Medium,Night,Bike,32,9.7,125.9
6176,13.65,Clear,High,Afternoon,Car,27,5.7,101.2
